#HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,BE,Belgium,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,CZ,Czech Republic,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,DE,Germany,8,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,EE,Estonia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,ES,Spain,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,EU31_UKX,EU/EEA,31,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,FI,Finland,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,FR,France,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,IE,Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,IT,Italy,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,LT,Lithuania,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,LU,Luxembourg,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,NL,Netherlands,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,NO,Norway,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,SE,Sweden,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,SK,Slovakia,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,UKL,Wales,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W17,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,BE,Belgium,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,CZ,Czech Republic,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,DE,Germany,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,ES,Spain,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,EU31_UKX,EU/EEA,16,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,FI,Finland,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,FR,France,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,IE,Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,NL,Netherlands,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,UKM,Scotland,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W18,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,CZ,Czech Republic,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,DE,Germany,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,ES,Spain,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,EU31_UKX,EU/EEA,12,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,FR,France,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,HR,Croatia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,LT,Lithuania,3,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,SE,Sweden,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,UKM,Scotland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W19,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,CZ,Czech Republic,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,DE,Germany,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,ES,Spain,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,EU31_UKX,EU/EEA,6,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,FR,France,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,IE,Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,LT,Lithuania,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,PT,Portugal,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W20,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,EU31_UKX,EU/EEA,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,LT,Lithuania,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W21,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,DE,Germany,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,EU31_UKX,EU/EEA,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,PL,Poland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W22,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,DE,Germany,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,EU31_UKX,EU/EEA,4,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,FR,France,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,NL,Netherlands,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W23,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,EU31_UKX,EU/EEA,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,UKL,Wales,2,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W24,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W25,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,EU31_UKX,EU/EEA,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,SI,Slovenia,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W26,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W27,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,EU31_UKX,EU/EEA,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,MT,Malta,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,NL,Netherlands,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W28,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W29,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W29,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W29,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W29,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W29,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W29,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W29,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2014-W29,IE,Ireland,0,
