#HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W25,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,PT,Portugal,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W26,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,EL,Greece,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W27,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W28,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,EU31_UKX,EU/EEA,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,UKG13182,England,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W29,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W30,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,EU31_UKX,EU/EEA,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,IE,Ireland,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W31,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W32,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W33,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,EU31_UKX,EU/EEA,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,FR,France,1,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W34,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W35,UKM,Scotland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,IS,Iceland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,LT,Lithuania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,LU,Luxembourg,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,LV,Latvia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,NL,Netherlands,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,NO,Norway,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,PL,Poland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,RO,Romania,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,SE,Sweden,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,SI,Slovenia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,SK,Slovakia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,UKG13182,England,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,UKL,Wales,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W36,UKN,Northern Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,AT,Austria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,BE,Belgium,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,BG,Bulgaria,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,DE,Germany,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,DK,Denmark,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,EE,Estonia,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,ES,Spain,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,EU31_UKX,EU/EEA,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,FI,Finland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,FR,France,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,HU,Hungary,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,IE,Ireland,0,
Influenza,Influenza virus detections sentinel,Positive specimens,N,2011-W37,IS,Iceland,0,
