AT,AT,646736.8
AT,BE,420211.1
AT,BG,382157.8
AT,CH,1155291.7
AT,CY,167035.5
AT,CZ,152038.7
AT,DE,6111559.1
AT,DK,401498.1
AT,EE,13655.7
AT,EL,809891.7
AT,ES,1277320.5
AT,FI,188522.0
AT,FR,990824.1
AT,HR,278567.0
AT,HU,87195.0
AT,IE,147382.9
AT,IS,10445.3
AT,IT,1080342.7
AT,LT,44685.9
AT,LU,64050.6
AT,LV,65176.6
AT,MT,71737.7
AT,NL,646568.8
AT,NO,147258.8
AT,PL,266757.4
AT,PT,100579.4
AT,RO,468448.1
AT,SE,348995.1
AT,SI,65084.5
AT,SK,41346.6
AT,TR,1085012.5
AT,UK,1711351.0
BE,AT,422746.6
BE,BE,47501.6
BE,BG,151188.0
BE,CH,752197.0
BE,CY,58925.0
BE,CZ,285518.7
BE,DE,1431524.0
BE,DK,468049.4
BE,EE,34612.6
BE,EL,814314.6
BE,ES,4093915.8
BE,FI,210667.4
BE,FR,1528628.0
BE,HR,168953.666667
BE,HU,344103.0
BE,IE,402340.5
BE,IS,13811.3
BE,IT,2748371.4
BE,LT,71426.0
BE,LU,578.8
BE,LV,106463.5
BE,MT,82844.1
BE,NL,213905.1
BE,NO,219554.6
BE,PL,425122.3
BE,PT,823731.4
BE,RO,244561.4
BE,SE,431916.4
BE,SI,78270.8
BE,SK,45197.8
BE,TR,1301383.5
BE,UK,1374411.5
BG,AT,399857.555556
BG,BE,151543.111111
BG,BG,168243.666667
BG,CH,63369.0
BG,CY,71572.0
BG,CZ,249047.333333
BG,DE,1264532.0
BG,DK,100843.0
BG,EE,16447.1111111
BG,EL,101926.0
BG,ES,252598.444444
BG,FI,64024.0
BG,FR,211999.444444
BG,HR,652.0
BG,HU,90469.8888889
BG,IE,48946.6666667
BG,IS,1652.75
BG,IT,342695.333333
BG,LT,17294.2222222
BG,LU,16875.3333333
BG,LV,14445.1111111
BG,MT,18408.5555556
BG,NL,174883.222222
BG,NO,114978.111111
BG,PL,211149.333333
BG,PT,3955.11111111
BG,RO,36486.6666667
BG,SE,75198.8888889
BG,SI,4295.33333333
BG,SK,80989.3333333
BG,TR,158099.111111
BG,UK,912568.666667
CH,AT,1150654.7
CH,BE,801147.4
CH,BG,61644.3
CH,CH,654395.0
CH,CY,102211.4
CH,CZ,346627.1
CH,DE,5647603.3
CH,DK,691368.7
CH,EE,1490.4
CH,EL,972286.2
CH,ES,4201361.5
CH,FI,253414.7
CH,FR,3022213.1
CH,HR,195945.333333
CH,HU,372539.8
CH,IE,295118.4
CH,IS,25355.6
CH,IT,1915024.0
CH,LT,2028.0
CH,LU,145573.1
CH,LV,41587.1
CH,MT,78169.4
CH,NL,1444981.5
CH,NO,179612.5
CH,PL,279428.8
CH,PT,1325687.7
CH,RO,122839.6
CH,SE,466358.9
CH,SI,74029.8
CH,SK,8829.1
CH,TR,1335552.1
CH,UK,5578362.3
CY,AT,167383.1
CY,BE,57527.2
CY,BG,69917.2
CY,CH,89085.6
CY,CY,141.0
CY,CZ,75192.0
CY,DE,321892.1
CY,DK,63947.8
CY,EE,1660.9
CY,EL,1150808.0
CY,ES,12840.2
CY,FI,55505.1
CY,FR,104404.5
CY,HR,143.333333333
CY,HU,60129.0
CY,IE,22963.0
CY,IS,17.2857142857
CY,IT,82585.6
CY,LT,12284.0
CY,LU,4413.9
CY,LV,4630.6
CY,MT,28611.4
CY,NL,92237.1
CY,NO,116987.7
CY,PL,75607.0
CY,PT,750.2
CY,RO,109657.4
CY,SE,216877.5
CY,SI,855.1
CY,SK,5583.4
CY,TR,44.6666666667
CY,UK,2658039.6
CZ,AT,153849.7
CZ,BE,284936.5
CZ,BG,250443.2
CZ,CH,337960.3
CZ,CY,76397.4
CZ,CZ,175566.1
CZ,DE,1102437.3
CZ,DK,227887.2
CZ,EE,47382.9
CZ,EL,670043.6
CZ,ES,721231.9
CZ,FI,158220.8
CZ,FR,886715.9
CZ,HR,50276.3333333
CZ,HU,125139.1
CZ,IE,180118.8
CZ,IS,3811.0
CZ,IT,884508.7
CZ,LT,57929.3
CZ,LU,6082.5
CZ,LV,56979.4
CZ,MT,10307.0
CZ,NL,473856.9
CZ,NO,202296.3
CZ,PL,173433.0
CZ,PT,70099.1
CZ,RO,101377.6
CZ,SE,176740.3
CZ,SI,24111.7
CZ,SK,149168.2
CZ,TR,419259.6
CZ,UK,1613996.6
DE,AT,6101038.6
DE,BE,1421043.0
DE,BG,1258759.7
DE,CH,5648389.8
DE,CY,321533.7
DE,CZ,1077035.3
DE,DE,23675932.0
DE,DK,2320713.2
DE,EE,229604.3
DE,EL,4665183.6
DE,ES,22184045.2
DE,FI,1572509.5
DE,FR,6999587.8
DE,HR,1505643.33333
DE,HU,1450727.9
DE,IE,1505473.4
DE,IS,246056.1
DE,IT,11025543.9
DE,LT,339191.8
DE,LU,259961.7
DE,LV,580105.6
DE,MT,495102.2
DE,NL,3120983.1
DE,NO,1604188.3
DE,PL,2935806.0
DE,PT,2765642.8
DE,RO,1245363.7
DE,SE,2651328.4
DE,SI,206916.1
DE,SK,61637.0
DE,TR,12051390.8
DE,UK,11699751.3
DK,AT,404160.6
DK,BE,466965.9
DK,BG,108424.0
DK,CH,640081.6
DK,CY,63731.9
DK,CZ,228078.4
DK,DE,2333311.0
DK,DK,2017599.2
DK,EE,130822.1
DK,EL,674705.3
DK,ES,2158812.0
DK,FI,771905.3
DK,FR,1267105.8
DK,HR,136737.333333
DK,HU,165981.8
DK,IE,226780.1
DK,IS,423191.5
DK,IT,1029436.5
DK,LT,208270.1
DK,LU,68077.0
DK,LV,167334.2
DK,MT,52493.0
DK,NL,1138490.3
DK,NO,2453883.9
DK,PL,402780.0
DK,PT,237930.7
DK,RO,28027.7
DK,SE,1717003.7
DK,SI,19735.5
DK,SK,6956.8
DK,TR,803437.6
DK,UK,2619934.7
EE,AT,13705.3
EE,BE,34509.1
EE,BG,15259.6
EE,CH,1262.5
EE,CY,1662.0
EE,CZ,47338.5
EE,DE,231542.9
EE,DK,130850.4
EE,EE,21859.6
EE,EL,28442.3
EE,ES,54093.8
EE,FI,190041.8
EE,FR,21634.2
EE,HR,4296.66666667
EE,HU,192.8
EE,IE,18044.9
EE,IS,1377.4
EE,IT,41744.6
EE,LT,51090.1
EE,LU,151.5
EE,LV,137344.2
EE,MT,578.1
EE,NL,67002.0
EE,NO,119494.5
EE,PL,20761.0
EE,PT,5534.8
EE,RO,117.571428571
EE,SE,143627.7
EE,SI,197.625
EE,SK,437.428571429
EE,TR,70583.0
EE,UK,158457.1
EL,AT,811036.4
EL,BE,818907.6
EL,BG,102543.9
EL,CH,855343.1
EL,CY,1152501.3
EL,CZ,673200.7
EL,DE,4684481.5
EL,DK,675487.8
EL,EE,28148.9
EL,EL,6229486.9
EL,ES,494982.2
EL,FI,369258.7
EL,FR,1782687.4
EL,HR,18992.6666667
EL,HU,240176.1
EL,IE,92062.4
EL,IS,4349.7
EL,IT,2296147.3
EL,LT,61420.8
EL,LU,52507.9
EL,LV,43566.2
EL,MT,21324.3
EL,NL,1331893.4
EL,NO,661899.6
EL,PL,686645.7
EL,PT,11637.3
EL,RO,260765.1
EL,SE,796480.8
EL,SI,75805.7
EL,SK,126024.4
EL,TR,494870.1
EL,UK,5193559.7
ES,AT,1288645.9
ES,BE,4134245.1
ES,BG,243581.7
ES,CH,4031530.0
ES,CY,14130.5555556
ES,CZ,739580.4
ES,DE,22478953.6
ES,DK,2174202.2
ES,EE,54057.8
ES,EL,497289.4
ES,ES,36103690.6
ES,FI,1147663.8
ES,FR,8997143.4
ES,HR,174452.333333
ES,HU,350924.9
ES,IE,3130111.2
ES,IS,124956.1
ES,IT,10305755.9
ES,LT,95782.6
ES,LU,258477.7
ES,LV,85609.3
ES,MT,128377.4
ES,NL,5252820.3
ES,NO,2244337.2
ES,PL,950570.0
ES,PT,2874074.8
ES,RO,948379.6
ES,SE,2373108.3
ES,SI,14586.9
ES,SK,109369.0
ES,TR,753376.2
ES,UK,33136637.4
FI,AT,187853.3
FI,BE,209409.0
FI,BG,72655.0
FI,CH,253410.2
FI,CY,54610.9
FI,CZ,156901.6
FI,DE,1572180.3
FI,DK,768429.3
FI,EE,197191.4
FI,EL,363084.0
FI,ES,1131034.2
FI,FI,2623470.6
FI,FR,532501.6
FI,HR,108659.666667
FI,HU,194038.1
FI,IE,46344.9
FI,IS,47759.0
FI,IT,471414.9
FI,LT,92582.5
FI,LU,273.7
FI,LV,291057.9
FI,MT,10742.6
FI,NL,462997.6
FI,NO,320933.6
FI,PL,197977.7
FI,PT,124103.0
FI,RO,14348.1
FI,SE,1381103.2
FI,SI,23291.1
FI,SK,585.1
FI,TR,335720.7
FI,UK,994157.8
FR,AT,1013212.2
FR,BE,1458747.0
FR,BG,206495.7
FR,CH,2981661.7
FR,CY,94345.5
FR,CZ,879415.1
FR,DE,7481418.2
FR,DK,1225264.4
FR,EE,21283.3
FR,EL,1702902.4
FR,ES,9076765.1
FR,FI,532836.5
FR,FR,27399970.1
FR,HR,464093.333333
FR,HU,500068.6
FR,IE,1705533.1
FR,IS,153285.0
FR,IT,8792660.9
FR,LT,57242.3
FR,LU,120927.3
FR,LV,101778.2
FR,MT,198931.4
FR,NL,2600221.4
FR,NO,730328.3
FR,PL,848373.1
FR,PT,3178029.8
FR,RO,609842.9
FR,SE,1061158.5
FR,SI,103251.7
FR,SK,69423.3
FR,TR,1987253.5
FR,UK,10887732.8
HR,AT,260844.25
HR,BE,112017.25
HR,BG,1613.875
HR,CH,139996.25
HR,CY,521.0
HR,CZ,49593.5
HR,DE,1301051.0
HR,DK,94682.875
HR,EE,3061.42857143
HR,EL,17792.125
HR,ES,146728.5
HR,FI,65228.125
HR,FR,439748.375
HR,HR,457636.666667
HR,HU,21185.625
HR,IE,76774.5
HR,IS,301.6
HR,IT,171205.375
HR,LT,1143.57142857
HR,LU,2064.125
HR,LV,2164.375
HR,MT,3770.625
HR,NL,122919.875
HR,NO,194304.875
HR,PL,35607.125
HR,PT,23715.75
HR,RO,1724.75
HR,SE,164710.375
HR,SI,1780.5
HR,SK,6558.375
HR,TR,109556.375
HR,UK,752714.125
HU,AT,86880.6
HU,BE,342888.1
HU,BG,90737.3
HU,CH,373878.0
HU,CY,60228.1
HU,CZ,119324.3
HU,DE,1431720.5
HU,DK,165370.4
HU,EE,25.5714285714
HU,EL,236931.3
HU,ES,341453.5
HU,FI,195551.6
HU,FR,481744.1
HU,HR,33252.3333333
HU,HU,439.6
HU,IE,191851.7
HU,IS,3049.1
HU,IT,646936.0
HU,LT,467.555555556
HU,LU,756.8
HU,LV,9100.5
HU,MT,27275.2
HU,NL,484090.5
HU,NO,105941.5
HU,PL,150608.5
HU,PT,65301.7
HU,RO,186967.9
HU,SE,304389.4
HU,SI,7734.9
HU,SK,535.1
HU,TR,266656.6
HU,UK,1143850.6
IE,AT,148370.6
IE,BE,401945.7
IE,BG,57669.8
IE,CH,283327.8
IE,CY,28990.75
IE,CZ,180687.8
IE,DE,1513909.9
IE,DK,227073.9
IE,EE,17975.2
IE,EL,91990.3
IE,ES,3142068.1
IE,FI,47007.6
IE,FR,1737103.3
IE,HR,88874.6666667
IE,HU,199806.7
IE,IE,388168.6
IE,IS,7386.3
IE,IT,1050404.9
IE,LT,181763.9
IE,LU,14113.1111111
IE,LV,151948.1
IE,MT,56803.7
IE,NL,773091.8
IE,NO,126770.9
IE,PL,1007340.6
IE,PT,651683.4
IE,RO,63878.3
IE,SE,135308.2
IE,SI,2324.42857143
IE,SK,108833.3
IE,TR,190228.6
IE,UK,10746259.1
IS,AT,10470.2
IS,BE,13664.0
IS,BG,2101.77777778
IS,CH,25284.4
IS,CY,0.0
IS,CZ,4108.2
IS,DE,248889.2
IS,DK,421884.9
IS,EE,1034.3
IS,EL,4520.0
IS,ES,123933.5
IS,FI,48425.6
IS,FR,153046.5
IS,HR,470.666666667
IS,HU,4742.1
IS,IE,7250.8
IS,IS,0.0
IS,IT,22374.8
IS,LT,2580.375
IS,LU,1121.1
IS,LV,954.7
IS,MT,1.5
IS,NL,115895.1
IS,NO,237151.4
IS,PL,16638.1
IS,PT,4699.0
IS,RO,1449.55555556
IS,SE,138239.1
IS,SI,1507.5
IS,SK,914.444444444
IS,TR,7203.9
IS,UK,507775.3
IT,AT,1081724.1
IT,BE,2752181.3
IT,BG,331230.6
IT,CH,1675267.0
IT,CY,85584.4
IT,CZ,884765.2
IT,DE,10954819.8
IT,DK,1031298.9
IT,EE,41468.5
IT,EL,2301756.3
IT,ES,10319711.5
IT,FI,473557.4
IT,FR,8942617.9
IT,HR,198020.0
IT,HU,651247.8
IT,IE,1045382.5
IT,IS,22499.8
IT,IT,29129412.9
IT,LT,129336.9
IT,LU,130051.1
IT,LV,199037.9
IT,MT,631546.0
IT,NL,3211318.4
IT,NO,432339.9
IT,PL,1117275.1
IT,PT,1160234.8
IT,RO,1963116.8
IT,SE,744861.9
IT,SI,3003.7
IT,SK,210210.7
IT,TR,1313511.1
IT,UK,10861042.2
LT,AT,44686.3
LT,BE,70036.9
LT,BG,16198.4
LT,CH,1856.4
LT,CY,13426.5555556
LT,CZ,57683.4
LT,DE,299099.5
LT,DK,207778.4
LT,EE,49631.8
LT,EL,61331.6
LT,ES,96802.5
LT,FI,92820.3
LT,FR,57647.6
LT,HR,3147.33333333
LT,HU,486.8
LT,IE,177864.6
LT,IS,2043.2
LT,IT,133823.4
LT,LT,261.8
LT,LU,24.5
LT,LV,162819.3
LT,MT,9830.2
LT,NL,64050.2
LT,NO,155277.0
LT,PL,69848.3
LT,PT,1555.9
LT,RO,85.8
LT,SE,52997.0
LT,SI,446.333333333
LT,SK,61.4
LT,TR,126689.5
LT,UK,537234.8
LU,AT,62931.4
LU,BE,903.7
LU,BG,16210.2
LU,CH,145904.1
LU,CY,4752.5
LU,CZ,6170.7
LU,DE,274514.8
LU,DK,67821.5
LU,EE,23.6666666667
LU,EL,52724.7
LU,ES,253882.8
LU,FI,244.9
LU,FR,122843.8
LU,HR,3392.0
LU,HU,738.5
LU,IE,10509.1
LU,IS,663.3
LU,IT,128925.3
LU,LT,4.44444444444
LU,LU,582.8
LU,LV,115.125
LU,MT,3573.9
LU,NL,101445.6
LU,NO,167.8
LU,PL,281.6
LU,PT,179725.2
LU,RO,810.9
LU,SE,4086.9
LU,SI,93.5555555556
LU,SK,50.3
LU,TR,48757.7
LU,UK,274976.6
LV,AT,65546.3
LV,BE,106184.3
LV,BG,13391.6
LV,CH,42097.5
LV,CY,5159.22222222
LV,CZ,56925.7
LV,DE,583961.6
LV,DK,168230.3
LV,EE,142322.5
LV,EL,44147.7
LV,ES,84169.7
LV,FI,297171.4
LV,FR,102516.4
LV,HR,8796.33333333
LV,HU,9261.1
LV,IE,152031.4
LV,IS,1291.9
LV,IT,198589.8
LV,LT,163946.2
LV,LU,121.3
LV,LV,4925.1
LV,MT,3131.85714286
LV,NL,117512.2
LV,NO,295397.5
LV,PL,57122.3
LV,PT,1154.125
LV,RO,3866.55555556
LV,SE,208818.1
LV,SI,86.875
LV,SK,441.2
LV,TR,153075.2
LV,UK,539899.3
ME,AT,nan
ME,BE,nan
ME,BG,nan
ME,CH,nan
ME,CZ,nan
ME,DE,nan
ME,DK,nan
ME,EL,nan
ME,ES,nan
ME,FR,nan
ME,HR,nan
ME,HU,nan
ME,IT,nan
ME,LT,nan
ME,MT,nan
ME,NL,nan
ME,NO,nan
ME,PL,nan
ME,RO,nan
ME,SE,nan
ME,SI,nan
ME,SK,nan
ME,TR,nan
ME,UK,nan
MK,AT,97986.0
MK,BE,36832.0
MK,BG,0.0
MK,CH,148317.0
MK,CZ,nan
MK,DE,241772.0
MK,DK,nan
MK,EL,nan
MK,ES,15663.0
MK,FR,110417.0
MK,HR,46751.0
MK,HU,nan
MK,IT,110869.0
MK,LU,nan
MK,NL,32386.0
MK,NO,13915.0
MK,PL,56.0
MK,SE,167838.0
MK,SI,45120.0
MK,SK,0.0
MK,TR,226541.0
MK,UK,72769.0
MT,AT,71383.1
