Papua New Guinea,-0.10853858797976325,2.5586432878172842
Greenland,1.1791491552926403,-0.8413551003303426
Iceland,1.1390577751674242,-0.33238585825958505
Canada,0.9621402008551575,-1.6139042476382475
Algeria,0.5735313599097142,0.05413911391106967
Benin,0.11095459806094198,0.04161475909184913
Burkina Faso,0.2052526068826776,-0.051046507399487025
Ghana,0.12863495918605877,-0.026835257111502905
Cote d'Ivoire,0.11995648226796377,-0.10133576772679982
Nigeria,0.14686967385318497,0.1265912091728239
Niger,0.26213703275039796,0.1419893535959578
Tunisia,0.6085854017235388,0.17122220567027327
Togo,0.13904127061504645,0.020476886400997554
Belgium,0.8870318438993874,0.08042965752717467
Germany,0.9045014542366513,0.15779509593781782
Estonia,1.0240251448786064,0.42185106437892084
Finland,1.095519601529302,0.4403975560086286
United Kingdom,0.933189918940225,-0.04518106982189752
Guernsey,0.8651721443546456,-0.042042933772490305
Jersey,0.8588398904624545,-0.0383188766998483
Isle of Man,0.9439316822950394,-0.08070210340780741
Falkland Islands,-0.9032903570593922,-1.0142438474916586
Netherlands,0.9105759951757444,0.09421887996570893
Ireland,0.9269465418631725,-0.14550284513898662
Denmark,0.9751970804569798,0.17852948681348346
Faroe Islands,1.0791949269080154,-0.12303876934758388
Luxembourg,0.866090551899543,0.10828798303692405
Norway,1.1386932834967434,0.22279472571965472
Poland,0.9139350530061242,0.3286933279695466
Sweden,1.0556381845161231,0.2764840546209552
South Africa,-0.4941551677713673,0.46605958941580994
Botswana,-0.36613953524088366,0.4367210915490507
Congo (Brazzaville),-0.0772497426804003,0.2315486937831748
Congo (Kinshasa),-0.048442990697642505,0.3783480296031558
Swaziland,-0.46301838554366687,0.5464189702155107
Central African Republic,0.07524552360081851,0.29936657553859336
Equatorial Guinea,0.04940153553938091,0.16157626446263337
Saint Helena,-0.13909576356899692,-0.2512174503657741
Mauritius,-0.3511019358608085,1.0564198755589458
British Indian Ocean Territory,-0.12764064058732572,1.263812144897451
Cameroon,0.10477373796044542,0.1998510110997233
Zambia,-0.19739613237446532,0.45745306058310214
Comoros,-0.20802551031668565,0.7623199792523002
Mayotte,-0.22348417294579997,0.7903043053366196
Reunion,-0.5134883598746777,0.48160690043397636
Madagascar,-0.3024933613483836,0.8054273602160279
Angola,-0.18928965288981137,0.27405533806835
Gabon,-0.01342263565847991,0.1959350861805552
Sao Tome and Principe,0.017812420598498677,0.12325297177345772
Mozambique,-0.2969871032493042,0.6370820317899446
Seychelles,-0.11448816592193571,0.931288336105819
Chad,0.21159758536587045,0.31897099596049394
Zimbabwe,-0.32211013945588285,0.5155321231940273
Malawi,-0.22855416922757868,0.6004806823028743
Lesotho,-0.5137893186881664,0.484771960040689
Mali,0.2569704322747509,-0.08507823509576827
Gambia,0.23279202082416786,-0.29063572989787756
Spain,0.6758577078881101,-0.0959617521052177
Sierra Leone,0.141532984570513,-0.21245369725939287
Guinea-Bissau,0.2005991016345255,-0.27152705343335104
Liberia,0.09835906979578887,-0.1676233855814237
Morocco,0.5770153812601048,-0.10569979790129447
Senegal,0.24574414250420168,-0.261213306330424
Mauritania,0.3293027208154751,-0.21495359857958268
Guinea,0.17780175026726996,-0.21783845601316928
Cape Verde,0.27744425660163674,-0.4147955151167797
Ethiopia,0.16415746675014314,0.6659285056679368
Burundi,-0.05801509181223475,0.5117043658007052
Somalia,0.13345910283517973,0.806326354720588
Egypt,0.4972039387138399,0.5559761834641409
Kenya,0.007264280097178981,0.6302249838859232
Libya,0.5199947096476257,0.30756571786796466
Rwanda,-0.03553675243476596,0.5137460222173041
Sudan,0.2329604741854069,0.5312511868877475
South Sudan,0.08091651181253982,0.5601148080327089
Tanzania,-0.09850415063516306,0.6260317438514823
Uganda,0.03273269099550994,0.5656187367524659
Albania,0.7211488752892561,0.34593498243851073
Bulgaria,0.74716266351822,0.44619377705022645
Cyprus,0.6079921011738746,0.5785400155335024
Croatia,0.7809823590100881,0.27843046538184796
France,0.8146794651110694,0.03217583000314368
Saint Pierre and Miquelon,0.8190698904750975,-0.9822080768330272
Greece,0.6625421591450016,0.42285898994563126
Hungary,0.8224141205303428,0.3329240009754847
Italy,0.7480583008454654,0.20595540741031004
Slovenia,0.8048123440666446,0.25966237119962404
Czech Republic,0.8702913520409843,0.26214023829403765
Israel,0.5519044842488398,0.6110016084294501
Malta,0.6273130804379934,0.2508956159280754
Austria,0.830218035440143,0.24840221592366313
Portugal,0.6848809218645899,-0.25363823500323396
Bosnia and Herzegovina,0.7701812638240514,0.3150533008295102
Romania,0.8028571364561748,0.433880434689617
Switzerland,0.8183091182919742,0.13931269865567095
Turkey,0.681771711082002,0.5887582773607469
Moldova,0.82152366383788,0.49844575588646617
Macedonia,0.7255619491395285,0.3696466216127167
Gibraltar,0.6309574570417636,-0.0933691794614386
Serbia,0.7708033026954133,0.36578983038798174
Montenegro,0.7397116393874502,0.3313978068336661
Slovakia,0.8502663729132094,0.32582858758057
Turks and Caicos Islands,0.3776112771958793,-1.2504578177310632
Dominican Republic,0.3272314312783953,-1.2223971803129605
Guatemala,0.26619561612487147,-1.5775564525061039
Honduras,0.27163286170645073,-1.5053853683434715
Jamaica,0.31817504431853455,-1.3478516729884735
Mexico,0.3969240236697219,-1.7669128261021274
Nicaragua,0.22391978140369212,-1.4804788201471846
Panama,0.15115867520333018,-1.3973340772790042
Costa Rica,0.17152216829757294,-1.4692999274561467
El Salvador,0.2368447066841932,-1.554875176733013
Haiti,0.32995716443943135,-1.2735645231401762
Cuba,0.379851617972502,-1.385716309864576
